service_family,capacity_teu,demand_set_id,seed,policy_key,reproduction_class,configuration_fingerprint,demand_fingerprint,completed,total_revenue,transported_volume,accepted_volume,solver_status,ordinary_rejection_count,feasibility_rejection_count,feasibility_rejected_demand_ids,solver_failure_count,solve_time_seconds,mip_gap,variable_count,constraint_count,solver_node_count,revenue_per_accepted_teu
service_family_2,10,demand_set_05,11005,dca,controlled_substitute_input,c6e48e680ac607e7bfd4e4fa34a3b1751c552730149c8b5812d55005e4735dae,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,2.09998481097864,,,,,214.45652173913044
service_family_2,10,demand_set_05,11005,dca_rm,controlled_substitute_input,c6e48e680ac607e7bfd4e4fa34a3b1751c552730149c8b5812d55005e4735dae,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.499999999996,114.99999999999999,114.99999999999999,all_events_processed,0,0,(),0,21.398845928022638,,,,,214.45652173913044
service_family_2,10,demand_set_05,11005,dca_r,controlled_substitute_input,c6e48e680ac607e7bfd4e4fa34a3b1751c552730149c8b5812d55005e4735dae,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,13.97419188200729,,,,,214.45652173913044
service_family_2,10,demand_set_05,11005,dca_rrm,controlled_substitute_input,c6e48e680ac607e7bfd4e4fa34a3b1751c552730149c8b5812d55005e4735dae,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,30.42251343501266,,,,,214.45652173913044
service_family_2,15,demand_set_01,11001,dca,controlled_substitute_input,6c0b4ed20de59ae11674f55173f98bc2e7f75b5a873a0988148a9be5e8d005e0,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,True,24925.0,113.0,113.0,all_events_processed,0,0,(),0,2.14136052003596,,,,,220.57522123893804
service_family_2,15,demand_set_01,11001,dca_rm,controlled_substitute_input,6c0b4ed20de59ae11674f55173f98bc2e7f75b5a873a0988148a9be5e8d005e0,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,True,24925.0,113.0,113.0,all_events_processed,0,0,(),0,19.372075301012956,,,,,220.57522123893804
service_family_2,15,demand_set_01,11001,dca_r,controlled_substitute_input,6c0b4ed20de59ae11674f55173f98bc2e7f75b5a873a0988148a9be5e8d005e0,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,True,24925.0,113.0,113.0,all_events_processed,0,0,(),0,13.332391898031346,,,,,220.57522123893804
service_family_2,15,demand_set_01,11001,dca_rrm,controlled_substitute_input,6c0b4ed20de59ae11674f55173f98bc2e7f75b5a873a0988148a9be5e8d005e0,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,True,24925.0,113.0,113.0,all_events_processed,0,0,(),0,31.046271156985313,,,,,220.57522123893804
service_family_2,15,demand_set_02,11002,dca,controlled_substitute_input,1a0614e35b1bbf88648737ca673c6f961ec5bdb1d801ea46ba959466561e623b,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,True,31343.75,135.0,135.0,all_events_processed,0,0,(),0,2.5050020489725284,,,,,232.17592592592592
service_family_2,15,demand_set_02,11002,dca_rm,controlled_substitute_input,1a0614e35b1bbf88648737ca673c6f961ec5bdb1d801ea46ba959466561e623b,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,True,31343.75,135.0,135.0,all_events_processed,0,0,(),0,22.360617414000444,,,,,232.17592592592592
service_family_2,15,demand_set_02,11002,dca_r,controlled_substitute_input,1a0614e35b1bbf88648737ca673c6f961ec5bdb1d801ea46ba959466561e623b,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,True,31343.75,135.0,135.0,all_events_processed,0,0,(),0,17.635609020013362,,,,,232.17592592592592
service_family_2,15,demand_set_02,11002,dca_rrm,controlled_substitute_input,1a0614e35b1bbf88648737ca673c6f961ec5bdb1d801ea46ba959466561e623b,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,True,31343.75,135.0,135.0,all_events_processed,0,0,(),0,38.67773713701172,,,,,232.17592592592592
service_family_2,15,demand_set_03,11003,dca,controlled_substitute_input,64ab1c56d4d496deab65331bc2c2c197700f06d0279f0e70b9ef1ce39ff9a68c,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,True,23537.5,102.0,102.0,all_events_processed,0,0,(),0,1.9851049879798666,,,,,230.75980392156862
service_family_2,15,demand_set_03,11003,dca_rm,controlled_substitute_input,64ab1c56d4d496deab65331bc2c2c197700f06d0279f0e70b9ef1ce39ff9a68c,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,True,23537.5,102.0,102.0,all_events_processed,0,0,(),0,18.132080872019287,,,,,230.75980392156862
service_family_2,15,demand_set_03,11003,dca_r,controlled_substitute_input,64ab1c56d4d496deab65331bc2c2c197700f06d0279f0e70b9ef1ce39ff9a68c,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,True,23537.5,102.0,102.0,all_events_processed,0,0,(),0,12.092580323049333,,,,,230.75980392156862
service_family_2,15,demand_set_03,11003,dca_rrm,controlled_substitute_input,64ab1c56d4d496deab65331bc2c2c197700f06d0279f0e70b9ef1ce39ff9a68c,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,True,23537.5,102.0,102.0,all_events_processed,0,0,(),0,29.25374523299979,,,,,230.75980392156862
service_family_2,15,demand_set_04,11004,dca,controlled_substitute_input,310911ed82e6998bdc01a924ef4380f696731466f6bc5b9f2450637f8e9020c0,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,True,30206.25,130.0,130.0,all_events_processed,0,0,(),0,2.5133293489925563,,,,,232.35576923076923
service_family_2,15,demand_set_04,11004,dca_rm,controlled_substitute_input,310911ed82e6998bdc01a924ef4380f696731466f6bc5b9f2450637f8e9020c0,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,True,30206.25,130.0,130.0,all_events_processed,0,0,(),0,21.189792183984537,,,,,232.35576923076923
service_family_2,15,demand_set_04,11004,dca_r,controlled_substitute_input,310911ed82e6998bdc01a924ef4380f696731466f6bc5b9f2450637f8e9020c0,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,True,30206.25,130.0,130.0,all_events_processed,0,0,(),0,19.64365997404093,,,,,232.35576923076923
service_family_2,15,demand_set_04,11004,dca_rrm,controlled_substitute_input,310911ed82e6998bdc01a924ef4380f696731466f6bc5b9f2450637f8e9020c0,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,True,30206.25,130.0,130.0,all_events_processed,0,0,(),0,38.82927420100896,,,,,232.35576923076923
service_family_2,15,demand_set_05,11005,dca,controlled_substitute_input,c735b8def3dc85446537524dc64545c1e19935af636c04797e646b8a97780572,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,1.9391576129710302,,,,,214.45652173913044
service_family_2,15,demand_set_05,11005,dca_rm,controlled_substitute_input,c735b8def3dc85446537524dc64545c1e19935af636c04797e646b8a97780572,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,18.670619491953403,,,,,214.45652173913044
service_family_2,15,demand_set_05,11005,dca_r,controlled_substitute_input,c735b8def3dc85446537524dc64545c1e19935af636c04797e646b8a97780572,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,13.442442183964886,,,,,214.45652173913044
service_family_2,15,demand_set_05,11005,dca_rrm,controlled_substitute_input,c735b8def3dc85446537524dc64545c1e19935af636c04797e646b8a97780572,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,30.206870440975763,,,,,214.45652173913044
service_family_2,20,demand_set_01,11001,dca,controlled_substitute_input,fdb555ae05be5b97fac689502d98d158713cdaddbb0a1eb49d2e2d7133e50a23,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,True,24925.0,113.0,113.0,all_events_processed,0,0,(),0,2.0271219819551334,,,,,220.57522123893804
service_family_2,20,demand_set_01,11001,dca_rm,controlled_substitute_input,fdb555ae05be5b97fac689502d98d158713cdaddbb0a1eb49d2e2d7133e50a23,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,True,24925.0,113.0,113.0,all_events_processed,0,0,(),0,19.32311254600063,,,,,220.57522123893804
service_family_2,20,demand_set_01,11001,dca_r,controlled_substitute_input,fdb555ae05be5b97fac689502d98d158713cdaddbb0a1eb49d2e2d7133e50a23,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,True,24925.0,113.0,113.0,all_events_processed,0,0,(),0,13.18256249197293,,,,,220.57522123893804
service_family_2,20,demand_set_01,11001,dca_rrm,controlled_substitute_input,fdb555ae05be5b97fac689502d98d158713cdaddbb0a1eb49d2e2d7133e50a23,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,True,24925.0,113.0,113.0,all_events_processed,0,0,(),0,30.929223103972618,,,,,220.57522123893804
service_family_2,20,demand_set_02,11002,dca,controlled_substitute_input,01a75dbcb85bce2dcdabbb076ac88bd0929b4c3b19da2ea5bfd7ab6db46aee0d,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,True,31343.75,135.0,135.0,all_events_processed,0,0,(),0,2.52469597797608,,,,,232.17592592592592
service_family_2,20,demand_set_02,11002,dca_rm,controlled_substitute_input,01a75dbcb85bce2dcdabbb076ac88bd0929b4c3b19da2ea5bfd7ab6db46aee0d,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,True,31343.75,135.0,135.0,all_events_processed,0,0,(),0,22.312167467956897,,,,,232.17592592592592
service_family_2,20,demand_set_02,11002,dca_r,controlled_substitute_input,01a75dbcb85bce2dcdabbb076ac88bd0929b4c3b19da2ea5bfd7ab6db46aee0d,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,True,31343.75,135.0,135.0,all_events_processed,0,0,(),0,17.767562648979947,,,,,232.17592592592592
service_family_2,20,demand_set_02,11002,dca_rrm,controlled_substitute_input,01a75dbcb85bce2dcdabbb076ac88bd0929b4c3b19da2ea5bfd7ab6db46aee0d,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,True,31343.75,135.0,135.0,all_events_processed,0,0,(),0,38.445198155008256,,,,,232.17592592592592
service_family_2,20,demand_set_03,11003,dca,controlled_substitute_input,b3d87bcef383b3cd84e64c36afd7e9f0a7b15a914805d989445f1f0a8f4ce246,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,True,23537.5,102.0,102.0,all_events_processed,0,0,(),0,1.9095154050155543,,,,,230.75980392156862
service_family_2,20,demand_set_03,11003,dca_rm,controlled_substitute_input,b3d87bcef383b3cd84e64c36afd7e9f0a7b15a914805d989445f1f0a8f4ce246,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,True,23537.5,102.0,102.0,all_events_processed,0,0,(),0,18.339118173054885,,,,,230.75980392156862
service_family_2,20,demand_set_03,11003,dca_r,controlled_substitute_input,b3d87bcef383b3cd84e64c36afd7e9f0a7b15a914805d989445f1f0a8f4ce246,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,True,23537.5,102.0,102.0,all_events_processed,0,0,(),0,12.050284208962694,,,,,230.75980392156862
service_family_2,20,demand_set_03,11003,dca_rrm,controlled_substitute_input,b3d87bcef383b3cd84e64c36afd7e9f0a7b15a914805d989445f1f0a8f4ce246,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,True,23537.5,102.0,102.0,all_events_processed,0,0,(),0,29.07977617898723,,,,,230.75980392156862
service_family_2,20,demand_set_04,11004,dca,controlled_substitute_input,264c1a5054e4a64cc4ce03f71b0aecd3ba12b249cbad067efc730859a49eb0ee,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,True,30206.25,130.0,130.0,all_events_processed,0,0,(),0,2.39817496802425,,,,,232.35576923076923
service_family_2,20,demand_set_04,11004,dca_rm,controlled_substitute_input,264c1a5054e4a64cc4ce03f71b0aecd3ba12b249cbad067efc730859a49eb0ee,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,True,30206.25,130.0,130.0,all_events_processed,0,0,(),0,21.187770285992883,,,,,232.35576923076923
service_family_2,20,demand_set_04,11004,dca_r,controlled_substitute_input,264c1a5054e4a64cc4ce03f71b0aecd3ba12b249cbad067efc730859a49eb0ee,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,True,30206.25,130.0,130.0,all_events_processed,0,0,(),0,19.033323899959214,,,,,232.35576923076923
service_family_2,20,demand_set_04,11004,dca_rrm,controlled_substitute_input,264c1a5054e4a64cc4ce03f71b0aecd3ba12b249cbad067efc730859a49eb0ee,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,True,30206.25,130.0,130.0,all_events_processed,0,0,(),0,38.24894173798384,,,,,232.35576923076923
service_family_2,20,demand_set_05,11005,dca,controlled_substitute_input,b839e080701f6f2b697e5b0b8610d2b1fb440c49ece22d3fad5941d7f38358ec,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,1.8015522329951636,,,,,214.45652173913044
service_family_2,20,demand_set_05,11005,dca_rm,controlled_substitute_input,b839e080701f6f2b697e5b0b8610d2b1fb440c49ece22d3fad5941d7f38358ec,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,18.819784991967026,,,,,214.45652173913044
service_family_2,20,demand_set_05,11005,dca_r,controlled_substitute_input,b839e080701f6f2b697e5b0b8610d2b1fb440c49ece22d3fad5941d7f38358ec,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,13.449826012016274,,,,,214.45652173913044
service_family_2,20,demand_set_05,11005,dca_rrm,controlled_substitute_input,b839e080701f6f2b697e5b0b8610d2b1fb440c49ece22d3fad5941d7f38358ec,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,True,24662.5,115.0,115.0,all_events_processed,0,0,(),0,30.540041532018222,,,,,214.45652173913044
