service_family,capacity_teu,demand_set_id,seed,policy_key,reproduction_class,configuration_fingerprint,demand_fingerprint,revenue_ir_percent,volume_ir_percent
service_family_2,10,demand_set_05,11005,dca,controlled_substitute_input,c6e48e680ac607e7bfd4e4fa34a3b1751c552730149c8b5812d55005e4735dae,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
service_family_2,10,demand_set_05,11005,dca_rm,controlled_substitute_input,c6e48e680ac607e7bfd4e4fa34a3b1751c552730149c8b5812d55005e4735dae,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,-1.47510544636258e-14,-1.2357264969740872e-14
service_family_2,10,demand_set_05,11005,dca_r,controlled_substitute_input,c6e48e680ac607e7bfd4e4fa34a3b1751c552730149c8b5812d55005e4735dae,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
service_family_2,10,demand_set_05,11005,dca_rrm,controlled_substitute_input,c6e48e680ac607e7bfd4e4fa34a3b1751c552730149c8b5812d55005e4735dae,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
service_family_2,15,demand_set_01,11001,dca,controlled_substitute_input,6c0b4ed20de59ae11674f55173f98bc2e7f75b5a873a0988148a9be5e8d005e0,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,0.0,0.0
service_family_2,15,demand_set_01,11001,dca_rm,controlled_substitute_input,6c0b4ed20de59ae11674f55173f98bc2e7f75b5a873a0988148a9be5e8d005e0,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,0.0,0.0
service_family_2,15,demand_set_01,11001,dca_r,controlled_substitute_input,6c0b4ed20de59ae11674f55173f98bc2e7f75b5a873a0988148a9be5e8d005e0,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,0.0,0.0
service_family_2,15,demand_set_01,11001,dca_rrm,controlled_substitute_input,6c0b4ed20de59ae11674f55173f98bc2e7f75b5a873a0988148a9be5e8d005e0,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,0.0,0.0
service_family_2,15,demand_set_02,11002,dca,controlled_substitute_input,1a0614e35b1bbf88648737ca673c6f961ec5bdb1d801ea46ba959466561e623b,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,0.0,0.0
service_family_2,15,demand_set_02,11002,dca_rm,controlled_substitute_input,1a0614e35b1bbf88648737ca673c6f961ec5bdb1d801ea46ba959466561e623b,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,0.0,0.0
service_family_2,15,demand_set_02,11002,dca_r,controlled_substitute_input,1a0614e35b1bbf88648737ca673c6f961ec5bdb1d801ea46ba959466561e623b,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,0.0,0.0
service_family_2,15,demand_set_02,11002,dca_rrm,controlled_substitute_input,1a0614e35b1bbf88648737ca673c6f961ec5bdb1d801ea46ba959466561e623b,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,0.0,0.0
service_family_2,15,demand_set_03,11003,dca,controlled_substitute_input,64ab1c56d4d496deab65331bc2c2c197700f06d0279f0e70b9ef1ce39ff9a68c,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,0.0,0.0
service_family_2,15,demand_set_03,11003,dca_rm,controlled_substitute_input,64ab1c56d4d496deab65331bc2c2c197700f06d0279f0e70b9ef1ce39ff9a68c,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,0.0,0.0
service_family_2,15,demand_set_03,11003,dca_r,controlled_substitute_input,64ab1c56d4d496deab65331bc2c2c197700f06d0279f0e70b9ef1ce39ff9a68c,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,0.0,0.0
service_family_2,15,demand_set_03,11003,dca_rrm,controlled_substitute_input,64ab1c56d4d496deab65331bc2c2c197700f06d0279f0e70b9ef1ce39ff9a68c,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,0.0,0.0
service_family_2,15,demand_set_04,11004,dca,controlled_substitute_input,310911ed82e6998bdc01a924ef4380f696731466f6bc5b9f2450637f8e9020c0,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,0.0,0.0
service_family_2,15,demand_set_04,11004,dca_rm,controlled_substitute_input,310911ed82e6998bdc01a924ef4380f696731466f6bc5b9f2450637f8e9020c0,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,0.0,0.0
service_family_2,15,demand_set_04,11004,dca_r,controlled_substitute_input,310911ed82e6998bdc01a924ef4380f696731466f6bc5b9f2450637f8e9020c0,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,0.0,0.0
service_family_2,15,demand_set_04,11004,dca_rrm,controlled_substitute_input,310911ed82e6998bdc01a924ef4380f696731466f6bc5b9f2450637f8e9020c0,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,0.0,0.0
service_family_2,15,demand_set_05,11005,dca,controlled_substitute_input,c735b8def3dc85446537524dc64545c1e19935af636c04797e646b8a97780572,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
service_family_2,15,demand_set_05,11005,dca_rm,controlled_substitute_input,c735b8def3dc85446537524dc64545c1e19935af636c04797e646b8a97780572,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
service_family_2,15,demand_set_05,11005,dca_r,controlled_substitute_input,c735b8def3dc85446537524dc64545c1e19935af636c04797e646b8a97780572,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
service_family_2,15,demand_set_05,11005,dca_rrm,controlled_substitute_input,c735b8def3dc85446537524dc64545c1e19935af636c04797e646b8a97780572,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
service_family_2,20,demand_set_01,11001,dca,controlled_substitute_input,fdb555ae05be5b97fac689502d98d158713cdaddbb0a1eb49d2e2d7133e50a23,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,0.0,0.0
service_family_2,20,demand_set_01,11001,dca_rm,controlled_substitute_input,fdb555ae05be5b97fac689502d98d158713cdaddbb0a1eb49d2e2d7133e50a23,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,0.0,0.0
service_family_2,20,demand_set_01,11001,dca_r,controlled_substitute_input,fdb555ae05be5b97fac689502d98d158713cdaddbb0a1eb49d2e2d7133e50a23,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,0.0,0.0
service_family_2,20,demand_set_01,11001,dca_rrm,controlled_substitute_input,fdb555ae05be5b97fac689502d98d158713cdaddbb0a1eb49d2e2d7133e50a23,589ba169d6c553e9ddf049dfdb28af83e89649dc61fd482c32985922004adcbf,0.0,0.0
service_family_2,20,demand_set_02,11002,dca,controlled_substitute_input,01a75dbcb85bce2dcdabbb076ac88bd0929b4c3b19da2ea5bfd7ab6db46aee0d,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,0.0,0.0
service_family_2,20,demand_set_02,11002,dca_rm,controlled_substitute_input,01a75dbcb85bce2dcdabbb076ac88bd0929b4c3b19da2ea5bfd7ab6db46aee0d,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,0.0,0.0
service_family_2,20,demand_set_02,11002,dca_r,controlled_substitute_input,01a75dbcb85bce2dcdabbb076ac88bd0929b4c3b19da2ea5bfd7ab6db46aee0d,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,0.0,0.0
service_family_2,20,demand_set_02,11002,dca_rrm,controlled_substitute_input,01a75dbcb85bce2dcdabbb076ac88bd0929b4c3b19da2ea5bfd7ab6db46aee0d,8a1d1809a806f278caa783dd14987ba3c9b969eb57aef4b8534d86c9fa91830e,0.0,0.0
